*N,acc_tree,groups
2,0.833333333333,P15153_RAC2,P62937_PPIA
2,0.861111111111,B4E1Z4_CFB,P00330_ADH1
2,0.861111111111,B7Z6Z4_MYL6,P00330_ADH1
2,0.861111111111,CON__P01966,P00330_ADH1
2,0.861111111111,CON__P35527_KRT9,P00330_ADH1
2,0.861111111111,P55786_NPEPPS,P00330_ADH1
2,0.861111111111,Q14697_2_GANAB,P00330_ADH1
2,0.861111111111,P00330_ADH1,P01023_A2M
2,0.861111111111,P00330_ADH1,P01042_2_KNG1
2,0.861111111111,P00330_ADH1,P01859_IGHG2
2,0.861111111111,P00330_ADH1,P01861_IGHG4
2,0.861111111111,P00330_ADH1,P02675_FGB
2,0.861111111111,P00330_ADH1,P02753_RBP4
2,0.861111111111,P00330_ADH1,P02763_ORM1
2,0.861111111111,P00330_ADH1,P02787_TF
2,0.861111111111,P00330_ADH1,P04196_HRG
2,0.861111111111,P00330_ADH1,P04217_A1BG
2,0.861111111111,P00330_ADH1,P08603_CFH
2,0.861111111111,P00330_ADH1,P22314_UBA1
2,0.861111111111,P00330_ADH1,P23280_CA6
2,0.861111111111,P00330_ADH1,P31946_2
2,0.861111111111,P00330_ADH1,P52209_PGD
2,0.861111111111,P00330_ADH1,P62937_PPIA
2,0.861111111111,P00330_ADH1,Q02413_DSG1
