*N,acc_tree,groups
2,0.888888888889,A0A087WZM2_RNASET2,P00924_ENO1
2,0.888888888889,B4E1Z4_CFB,B7Z6Z4_MYL6
2,0.833333333333,B4E1Z4_CFB,P01036_CST4
2,0.833333333333,B7Z6Z4_MYL6,CON__P00761
2,0.833333333333,B7Z6Z4_MYL6,P00924_ENO1
2,0.833333333333,B7Z6Z4_MYL6,P02787_TF
2,0.833333333333,CON__P00761,P00738_HP
2,0.861111111111,P02769_BSA,P0C0L5_C4B
2,0.944444444444,P02769_BSA,P01036_CST4
2,0.833333333333,P02769_BSA,P01859_IGHG2
2,0.833333333333,P0C0L5_C4B,P00924_ENO1
2,0.888888888889,P0C0L5_C4B,P01036_CST4
2,0.833333333333,P00330_ADH1,P00924_ENO1
2,0.833333333333,P00924_ENO1,P01023_A2M
2,0.833333333333,P00924_ENO1,P01036_CST4
2,0.833333333333,P00924_ENO1,P02763_ORM1
2,0.833333333333,P00924_ENO1,P14174_MIF
2,0.833333333333,P00924_ENO1,P23280_CA6
2,0.833333333333,P00924_ENO1,P61586_RHOA
2,0.833333333333,P00924_ENO1,P62937_PPIA
